depmap_id	cell_line_name	stripped_cell_line_name	cell_line	aliases	cosmic_id	sex	source	RRID	WTSI_master_cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	subtype_disease	age	sanger_id	additional_info	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	default_growth_pattern	model_manipulation	model_manipulation_details	patient_id	parent_depmap_id	Cellosaurus_NCIt_disease	Cellosaurus_NCIt_id	Cellosaurus_issues
ACH-000238	SCC-4	SCC4	SCC4_UPPER_AERODIGESTIVE_TRACT	NA	910904	Male	ATCC	CVCL_1684	1476	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma, oral	55	SIDM01081	NA	upper_aerodigestive	upper_aerodigestive_squamous	oral	NA	2D: adherent	NA	NA	PT-Kf5TA3	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-000240	NA	HS600T	HS600T_FIBROBLAST	Hs 600.T	NA	Male	ATCC	CVCL_0814	NA	fibroblast	Primary	Non-Cancerous	Skin	NA	NA	NA	fibroblast	fibroblast_skin	NA	NA	2D: adherent	NA	NA	PT-I7SpWg	NA	Melanoma	C3224	NA
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	NA	687455	Male	ATCC	CVCL_0036	1309	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	63	SIDM01085	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-9zV4k1	NA	Bladder carcinoma	C4912	NA
ACH-000243	DAN-G	DANG	DANG_PANCREAS	NA	1290797	Female	DSMZ	CVCL_0243	871	pancreas	NA	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	68	SIDM00950	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-dLpuzD	NA	Pancreatic adenocarcinoma	C8294	NA
ACH-000244	DK-MG	DKMG	DKMG_CENTRAL_NERVOUS_SYSTEM	NA	906839	Female	DSMZ	CVCL_1173	1386	central_nervous_system	Primary	Brain Cancer	Glioblastoma	67	SIDM00947	NA	central_nervous_system	glioma	glioblastoma	NA	2D: adherent	NA	NA	PT-9fPvh2	NA	Glioblastoma	C3058	NA
ACH-000245	BL-41	BL41	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910706	Male	DSMZ	CVCL_1087	737	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell, Non-Hodgkins, Burkitts	8	SIDM00985	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA	2D: adherent	NA	NA	PT-IrNAYx	NA	Burkitt lymphoma	C2912	NA
ACH-000246	SLR 23	SLR23	SLR23_KIDNEY	NA	NA	NA	Academic lab	CVCL_V609	NA	kidney	Metastasis	Kidney Cancer	Renal Cell Carcinoma	NA	NA	NA	kidney	renal_cell_carcinoma	NA	NA	2D: adherent	NA	NA	PT-bLoo9u	NA	Clear cell renal cell carcinoma	C4033	NA
ACH-000247	OCUM-1	OCUM1	OCUM1_STOMACH	NA	1298358	Female	HSRRB	CVCL_3084	1712	stomach	Metastasis	Gastric Cancer	Adenocarcinoma	38	SIDM00568	NA	gastric	gastric_adenocarcinoma	diffuse_gastric	NA	NA	NA	NA	PT-JKf5mS	NA	Gastric signet ring cell adenocarcinoma	C5250	NA
ACH-000248	AU565	AU565	AU565_BREAST	NA	910704	Female	ATCC	CVCL_1074	726	pleural_effusion	Metastasis	Breast Cancer	Adenocarcinoma	43	SIDM00898	NA	breast	breast_adenocarcinoma	ERneg_HER2pos	HER2_amp	2D: adherent	NA	NA	PT-8CE6ah	NA	Breast adenocarcinoma	C5214	NA
ACH-000249	CL-11	CL11	CL11_LARGE_INTESTINE	NA	1290769	Male	DSMZ	CVCL_1978	1153	Colon	Primary	Colon/Colorectal Cancer	Adenocarcinoma	NA	SIDM00944	NA	colorectal	colorectal_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-hYUBUD	NA	Colon adenocarcinoma	C4349	NA
ACH-000250	KMRC-20	KMRC20	KMRC20_KIDNEY	NA	1298169	NA	HSRRB	CVCL_2986	1515	kidney	Primary	Kidney Cancer	Renal Cell Carcinoma	NA	SIDM00609	NA	kidney	renal_cell_carcinoma	NA	NA	2D: adherent	NA	NA	PT-66upm1	NA	Clear cell renal cell carcinoma	C4033	NA
ACH-000251	NA	NCIH2887	NCIH2887_LUNG	NCI-H2887	NA	Male	Academic lab	CVCL_5159	NA	lung	NA	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), unspecified	31	NA	NA	lung	NSCLC	NA	NA	NA	NA	NA	PT-l5gD1h	NA	Lung squamous cell carcinoma	C3493	NA
ACH-000252	LS1034	LS1034	LS1034_LARGE_INTESTINE	NA	917486	Male	ATCC	CVCL_1382	1756	large_intestine	Primary	Colon/Colorectal Cancer	Adenocarcinoma	54	SIDM00681	NA	colorectal	colorectal_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-XQHvQF	NA	Cecum adenocarcinoma	C5543	NA
ACH-000253	COLO 201	COLO201	COLO201_LARGE_INTESTINE	NA	NA	Male	ATCC	CVCL_1987	NA	ascites	Metastasis	Colon/Colorectal Cancer	Adenocarcinoma	70	SIDM00823	NA	colorectal	colorectal_adenocarcinoma	NA	NA	2D: suspension	NA	NA	PT-BLAWlD	NA	Colon adenocarcinoma	C4349	NA
ACH-000254	SCC-15	SCC15	SCC15_UPPER_AERODIGESTIVE_TRACT	NA	910911	Male	ATCC	CVCL_1681	2053	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma	55	SIDM01083	NA	upper_aerodigestive	upper_aerodigestive_squamous	NA	NA	2D: adherent	NA	NA	PT-nowpOK	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-000255	LMSU	LMSU	LMSU_STOMACH	NA	NA	Female	RIKEN	CVCL_4849	NA	lymph_node	Metastasis	Gastric Cancer	Adenocarcinoma	27	NA	NA	gastric	gastric_adenocarcinoma	NA	NA	NA	NA	NA	PT-cxJQjg	NA	Gastric carcinoma	C4911	NA
ACH-000256	COV318	COV318	COV318_OVARY	NA	NA	Female	ECACC	CVCL_2419	NA	ascites	Metastasis	Ovarian Cancer	Adenocarcinoma, high grade serous	NA	NA	NA	ovary	ovary_adenocarcinoma	high_grade_serous	NA	2D: adherent	NA	NA	PT-qexSkk	NA	High grade ovarian serous adenocarcinoma	C105555	NA
ACH-000257	COR-L279	CORL279	CORL279_LUNG	NA	910937	Male	ECACC	CVCL_1140	1768	lymph_node	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	63	SIDM00511	NA	lung	SCLC	NA	NA	NA	NA	NA	PT-7LsK3v	NA	Lung small cell carcinoma	C4917	NA
ACH-000258	Du4475	DU4475	DU4475_BREAST	NA	906844	Female	ATCC	CVCL_1183	302	skin	Metastasis	Breast Cancer	Carcinoma	62	SIDM01001	NA	breast	breast_carcinoma	ERneg_HER2neg	luminal_HER2_amp	2D: suspension	NA	NA	PT-XTyUEa	NA	Breast carcinoma	C4872	NA
ACH-000259	KELLY	KELLY	KELLY_AUTONOMIC_GANGLIA	NA	753618	Female	DSMZ	CVCL_2092	225	autonomic_ganglia	Primary	Neuroblastoma	NA	1	SIDM01009	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	NA	NA	NA	PT-S07K7h	NA	Neuroblastoma	C3270	NA
ACH-000260	SK-N-AS	SKNAS	SKNAS_AUTONOMIC_GANGLIA	NA	724828	Female	ATCC	CVCL_1700	1480	bone_marrow	Metastasis	Neuroblastoma	NA	6	SIDM01101	NA	peripheral_nervous_system	neuroblastoma	NA	NA	2D: adherent	NA	NA	PT-7WPGtR	NA	Neuroblastoma	C3270	NA
ACH-000261	RERF-LC-AI	RERFLCAI	RERFLCAI_LUNG	NA	NA	Male	RIKEN	CVCL_4402	NA	pleural_effusion	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	SIDM00307	NA	lung	NSCLC	NSCLC_squamous	NA	2D: adherent	NA	NA	PT-9jciof	NA	Lung squamous cell carcinoma	C3493	NA
ACH-000262	UOK101	UOK101	UOK101_KIDNEY	NA	NA	Female	Academic lab	CVCL_B076	NA	kidney	NA	Kidney Cancer	Renal Cell Carcinoma	NA	NA	NA	kidney	renal_cell_carcinoma	NA	NA	NA	NA	NA	PT-BYKJeS	NA	Clear cell renal cell carcinoma	C4033	NA
ACH-000263	KASUMI-1	KASUMI1	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907275	Male	DSMZ	CVCL_0589	1196	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	7	SIDM01005	NA	blood	AML	M2	NA	NA	NA	NA	PT-uzWVHa	NA	Childhood acute myeloid leukemia with maturation	C9381	NA
ACH-000264	Calu-6	CALU6	CALU6_LUNG	NA	724859	Female	ATCC	CVCL_0236	1844	pleural_effusion	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), unspecified	61	SIDM00921	NA	lung	NSCLC	NA	NA	2D: adherent	NA	NA	PT-T9nCW5	NA	Lung adenocarcinoma	C3512	NA
ACH-000265	KP4	KP4	KP4_PANCREAS	NA	753572	Male	RIKEN	CVCL_1338	708	ascites	Metastasis	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	50	SIDM00301	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-o1wR3t	NA	Pancreatic carcinoma	C3850	NA
ACH-000266	SNU-213	SNU213	SNU213_PANCREAS	NA	NA	Male	KCLB	CVCL_5034	NA	pancreas	NA	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	65	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	NA	NA	NA	PT-UWtyIo	NA	Pancreatic adenocarcinoma	C8294	NA
ACH-000267	HDLM-2	HDLM2	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	924110	Male	DSMZ	CVCL_0009	1510	pleural_effusion	NA	Lymphoma	B-cell, Hodgkins	74	SIDM01064	NA	lymphocyte	hodgkin_lymphoma	NA	NA	2D: suspension	NA	NA	PT-YdqP9d	NA	Hodgkin lymphoma	C9357	NA
ACH-000268	SNU-245	SNU245	SNU245_BILIARY_TRACT	NA	NA	NA	KCLB	CVCL_5038	NA	biliary_tract	NA	Bile Duct Cancer	Cholangiocarcinoma, extrahepatic	NA	SIDM00162	NA	bile_duct	cholangiocarcinoma	extrahepatic	NA	NA	NA	NA	PT-IrDGnP	NA	Cholangiocarcinoma	C4436	NA
ACH-000269	AM-38	AM38	AM38_CENTRAL_NERVOUS_SYSTEM	NA	910933	Male	HSRRB	CVCL_1070	776	central_nervous_system	Primary	Brain Cancer	Glioblastoma	36	SIDM00492	NA	central_nervous_system	glioma	glioblastoma	NA	NA	NA	NA	PT-Qasynk	NA	Glioblastoma	C3058	NA
ACH-000270	HPAC	HPAC	HPAC_PANCREAS	NA	1298136	Female	ATCC	CVCL_3517	744	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	64	SIDM00670	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-htpobI	NA	Pancreatic adenocarcinoma	C8294	NA
ACH-000271	SU-DHL-10	SUDHL10	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1331033	Male	DSMZ	CVCL_1889	269	pleural_effusion	Metastasis	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	25	SIDM00389	NA	lymphocyte	non_hodgkin_lymphoma	DLBCL	NA	NA	NA	NA	PT-i02i7U	NA	Diffuse large B-cell lymphoma germinal center B-cell type	C36080	NA
ACH-000272	SLR 24	SLR24	SLR24_KIDNEY	NA	NA	NA	Academic lab	CVCL_V610	NA	kidney	Primary	Kidney Cancer	Renal Carcinoma, clear cell	NA	NA	This line is an RCC4 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.	kidney	renal_cell_carcinoma	clear_cell	NA	2D: adherent	NA	NA	PT-cSAYbR	ACH-001175	Clear cell renal cell carcinoma	C4033	Contaminated. Shown to be a RCC4 derivative (ICLAC).
ACH-000273	SF539	SF539	SF539_CENTRAL_NERVOUS_SYSTEM	NA	905984	Female	Academic lab	CVCL_1691	1781	central_nervous_system	Primary	Brain Cancer	Glioma	34	SIDM00083	NA	central_nervous_system	glioma	NA	NA	2D: mixed adherent and suspension	NA	NA	PT-qWYBLI	NA	Gliosarcoma	C3796	NA
ACH-000274	Hs 852.T	HS852T	HS852T_SKIN	NA	NA	Male	ATCC	CVCL_0950	NA	skin	NA	Skin Cancer	Melanoma	53	NA	NA	skin	melanoma	NA	NA	NA	NA	NA	PT-QbMSjm	NA	Melanoma	C3224	NA
ACH-000276	HCC38	HCC38	HCC38_BREAST	NA	749717	Female	ATCC	CVCL_1267	1318	breast	Primary	Breast Cancer	Breast Ductal Carcinoma	50	SIDM00675	NA	breast	breast_ductal_carcinoma	ERneg_HER2neg	basal_A	2D: adherent	NA	NA	PT-S4bLNM	NA	Breast ductal carcinoma	C4017	NA
ACH-000277	HCC1419	HCC1419	HCC1419_BREAST	NA	907045	Female	ATCC	CVCL_1251	1551	breast	Primary	Breast Cancer	Breast Ductal Carcinoma	42	SIDM00882	NA	breast	breast_ductal_carcinoma	ERpos_HER2pos	HER2_amp	NA	NA	NA	PT-osxHUh	NA	Breast ductal carcinoma	C4017	NA
ACH-000278	COV362	COV362	COV362_OVARY	NA	NA	Female	ECACC	CVCL_2420	NA	pleural_effusion	Metastasis	Ovarian Cancer	Adenocarcinoma, high grade serous	NA	NA	NA	ovary	ovary_adenocarcinoma	high_grade_serous	NA	2D: adherent	NA	NA	PT-BexFYH	NA	High grade ovarian serous adenocarcinoma	C105555	NA
ACH-000279	EWS502	EWS502	EWS502_BONE	NA	NA	NA	Academic lab	CVCL_S740	NA	bone	NA	Bone Cancer	Ewings Sarcoma	NA	NA	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	NA	NA	PT-BpX01U	NA	Ewing sarcoma	C4817	NA
ACH-000280	SNU-840	SNU840	SNU840_OVARY	NA	NA	Female	KCLB	CVCL_5100	NA	ovary	Primary	Ovarian Cancer	Carcinoma, brenner	45	NA	NA	ovary	brenner_tumor	NA	NA	2D: adherent	NA	NA	PT-S0isOw	NA	Malignant ovarian Brenner tumor	C4270	NA
ACH-000281	KP-2	KP2	KP2_PANCREAS	NA	1298218	Female	HSRRB	CVCL_3004	746	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	65	SIDM00582	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	NA	NA	NA	PT-aIUMLY	NA	Pancreatic carcinoma	C3850	NA
ACH-000282	NCI-H1755	NCIH1755	NCIH1755_LUNG	NA	908475	Female	ATCC	CVCL_1492	1240	liver	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	65	SIDM00738	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: mixed adherent and suspension	NA	NA	PT-tUaDvw	NA	Lung adenocarcinoma	C3512	NA
ACH-000283	A1207	A1207	A1207_CENTRAL_NERVOUS_SYSTEM	NA	NA	Female	Academic lab	CVCL_8481	NA	central_nervous_system	NA	Brain Cancer	Glioblastoma	NA	NA	NA	central_nervous_system	glioma	glioblastoma	NA	NA	NA	NA	PT-jCV3Db	NA	Glioblastoma	C3058	NA
ACH-000286	SNU-1033	SNU1033	SNU1033_LARGE_INTESTINE	NA	NA	Female	KCLB	CVCL_5002	NA	large_intestine	Primary	Colon/Colorectal Cancer	Adenocarcinoma	45	SIDM00192	NA	colorectal	colorectal_adenocarcinoma	NA	NA	NA	NA	NA	PT-eQWzKj	NA	Rectal adenocarcinoma	C9383	NA
ACH-000287	NU-DUL-1	NUDUL1	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330982	Male	DSMZ	CVCL_1877	95	central_nervous_system	NA	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	43	SIDM00443	NA	lymphocyte	non_hodgkin_lymphoma	DLBCL	NA	NA	NA	NA	PT-dNbHpB	NA	Diffuse large B-cell lymphoma activated B-cell type	C36081	NA
ACH-000289	SNU-466	SNU466	SNU466_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	KCLB	CVCL_5064	NA	central_nervous_system	NA	Brain Cancer	Glioblastoma	61	NA	NA	central_nervous_system	glioma	glioblastoma	NA	NA	NA	NA	PT-KlxS9l	NA	Glioblastoma	C3058	NA
ACH-000290	NCI-H209	NCIH209	NCIH209_LUNG	H209	688013	Male	ATCC	CVCL_1525	452	bone_marrow	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	55	SIDM00706	NA	lung	SCLC	NA	NA	2D: adherent	NA	NA	PT-DzY90c	NA	Lung small cell carcinoma	C4917	NA
ACH-000291	OV-90	OV90	OV90_OVARY	NA	1240197	Female	ATCC	CVCL_3768	1327	ascites	Metastasis	Ovarian Cancer	Adenocarcinoma, high grade serous	64	SIDM01141	NA	ovary	ovary_adenocarcinoma	high_grade_serous	NA	2D: adherent	NA	NA	PT-MtLxSF	NA	Ovarian adenocarcinoma	C7700	NA
ACH-000292	NCI-H841	NCIH841	NCIH841_LUNG	NA	1240192	Male	ATCC	CVCL_1595	1372	lung	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	51	SIDM01134	NA	lung	SCLC	NA	NA	NA	NA	NA	PT-x8fAhk	NA	Lung small cell carcinoma	C4917	NA
ACH-000293	KLE	KLE	KLE_ENDOMETRIUM	NA	924187	Female	ATCC	CVCL_1329	2256	endometrium	Primary	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	68	SIDM00686	NA	uterus	endometrial_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-tjaCAG	NA	Endometrial adenocarcinoma	C7359	NA
ACH-000294	NB-4	NB4	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1323913	Female	DSMZ	CVCL_0005	1285	bone_marrow	Primary	Leukemia	Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)	23	SIDM00428	NA	blood	AML	M3	NA	NA	NA	NA	PT-ogTwsS	NA	Acute promyelocytic leukemia with PML-RARA	C3182	NA
ACH-000295	EM-2	EM2	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906855	Female	DSMZ	CVCL_1196	901	bone_marrow	NA	Leukemia	Chronic Myelogenous Leukemia (CML), blast crisis	5	SIDM01047	NA	blood	CML	blast_crisis	NA	NA	NA	NA	PT-PfwDZx	NA	Childhood chronic myelogenous leukemia, BCR-ABL1 positive	C7320	NA
ACH-000296	OUMS-23	OUMS23	OUMS23_LARGE_INTESTINE	NA	NA	Male	HSRRB	CVCL_3088	NA	pericardial_effusion	Metastasis	Colon/Colorectal Cancer	Adenocarcinoma	37	SIDM00036	NA	colorectal	colorectal_adenocarcinoma	NA	NA	NA	NA	NA	PT-GezIUF	NA	Colon carcinoma	C4910	NA
ACH-000298	NCI-H2029	NCIH2029	NCIH2029_LUNG	NA	688011	Female	ATCC	CVCL_1516	2106	lymph_node	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	69	SIDM00735	NA	lung	SCLC	NA	NA	NA	NA	NA	PT-2tJBcj	NA	Lung small cell carcinoma	C4917	NA
ACH-000299	NA	HNT34	HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HNT-34	NA	Female	Academic lab	CVCL_2071	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	47	NA	NA	blood	AML	M4	NA	NA	NA	NA	PT-OEqvYu	NA	Adult acute myeloid leukemia	C9154	NA
ACH-000301	LAMA-84	LAMA84	LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907783	Female	DSMZ	CVCL_0388	709	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Chronic Myelogenous Leukemia (CML), blast crisis	29	SIDM00346	NA	blood	CML	blast_crisis	NA	2D: adherent	NA	NA	PT-qTtBxS	NA	Chronic myelogenous leukemia, BCR-ABL1 positive	C3174	NA
ACH-000302	SNU-1077	SNU1077	SNU1077_ENDOMETRIUM	NA	NA	Female	KCLB	CVCL_5007	NA	endometrium	Primary	Endometrial/Uterine Cancer	Mullerian Carcinoma	60	SIDM00166	NA	uterus	mullerian_carcinoma	NA	NA	NA	NA	NA	PT-SeH5WZ	NA	Uterine carcinosarcoma	C42700	NA
ACH-000303	SNU-5	SNU5	SNU5_STOMACH	NA	908445	Female	ATCC	CVCL_0078	28	ascites	Metastasis	Gastric Cancer	Adenocarcinoma	33	SIDM01144	NA	gastric	gastric_adenocarcinoma	NA	NA	NA	NA	NA	PT-7cPLvN	NA	Gastric adenocarcinoma	C4004	NA
ACH-000304	WM-115	WM115	WM115_SKIN	NA	909784	Female	ATCC	CVCL_0040	1000	skin	Metastasis	Skin Cancer	Melanoma	55	SIDM01000	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-JAyPtz	NA	Melanoma	C3224	The reported STR profile from Wistar of this cell line was changed at one point between February 2016 when we retrieved them and entered them in the Cellosaurus and May 2018. The major changes were: CSF1PO: 11,12->12, D18S51: 17->17,21 and D8S1179: 8,13->13,15
ACH-000305	EC-GI-10	ECGI10	ECGI10_OESOPHAGUS	NA	753555	Male	RIKEN	CVCL_1187	2138	lymph_node	NA	Esophageal Cancer	Squamous Cell Carcinoma	65	SIDM00278	NA	esophagus	esophagus_squamous	NA	NA	NA	NA	NA	PT-iltdpC	NA	Esophageal squamous cell carcinoma	C4024	NA
ACH-000306	Hs 688(A).T	HS688AT	HS688AT_FIBROBLAST	NA	NA	Male	ATCC	CVCL_0846	NA	fibroblast	Primary	Non-Cancerous	Skin	69	NA	NA	fibroblast	fibroblast_skin	NA	NA	2D: adherent	NA	NA	PT-CqYJd5	NA	Melanoma	C3224	NA
ACH-000307	PK-1	PK1	PK1_PANCREAS	NA	NA	Male	RIKEN	CVCL_4717	NA	liver	Metastasis	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	NA	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-rg0sYD	NA	Pancreatic ductal adenocarcinoma	C9120	NA
ACH-000308	EFO-21	EFO21	EFO21_OVARY	NA	911905	Female	DSMZ	CVCL_0029	303	ascites	Metastasis	Ovarian Cancer	Adenocarcinoma, clear cell	56	SIDM01052	NA	ovary	ovary_adenocarcinoma	clear_cell	NA	2D: adherent	NA	NA	PT-cdCVJ4	NA	Ovarian serous cystadenocarcinoma	C7978	NA
ACH-000309	SK-LU-1	SKLU1	SKLU1_LUNG	NA	909721	Female	ATCC	CVCL_0629	233	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	60	SIDM01108	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-9oyPuO	NA	Lung adenocarcinoma	C3512	NA
ACH-000310	IMR-32	IMR32	IMR32_AUTONOMIC_GANGLIA	NA	NA	Male	ATCC	CVCL_0346	NA	abdomen	Metastasis	Neuroblastoma	NA	1	SIDM00226	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	2D: adherent	NA	NA	PT-2Urqss	NA	Neuroblastoma	C3270	NA
ACH-000311	NCI-H2122	NCIH2122	NCIH2122_LUNG	NA	722046	Female	ATCC	CVCL_1531	1015	pleural_effusion	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	46	SIDM00702	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: suspension	NA	NA	PT-6IoG5q	NA	Lung adenocarcinoma	C3512	NA
ACH-000312	SK-N-BE(2)	SKNBE2	SKNBE2_AUTONOMIC_GANGLIA	NA	NA	Male	ATCC	CVCL_0528	NA	bone_marrow	Metastasis	Neuroblastoma	NA	2	SIDM00894	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	2D: mixed adherent and suspension	NA	NA	PT-k4Daz3	NA	Neuroblastoma	C3270	NA
ACH-000314	HCC-2108	HCC2108	HCC2108_LUNG	NA	NA	Male	KCLB	CVCL_A352	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	59	NA	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-HLJ5qp	NA	Lung adenocarcinoma	C3512	NA
ACH-000315	KARPAS-422	KARPAS422	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907274	Female	DSMZ	CVCL_1325	1973	pleural_effusion	Metastasis	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	73	SIDM01008	NA	lymphocyte	non_hodgkin_lymphoma	DLBCL	NA	NA	NA	NA	PT-lrPA2x	NA	Diffuse large B-cell lymphoma germinal center B-cell type	C36080	NA
ACH-000316	SNU-886	SNU886	SNU886_LIVER	NA	NA	Male	KCLB	CVCL_5103	NA	liver	NA	Liver Cancer	Hepatocellular Carcinoma	57	NA	NA	liver	hepatocellular_carcinoma	NA	NA	NA	NA	NA	PT-f7BtKr	NA	Adult hepatocellular carcinoma	C7956	NA
ACH-000317	TUHR14TKB	TUHR14TKB	TUHR14TKB_KIDNEY	NA	NA	Male	RIKEN	CVCL_5953	NA	kidney	Primary	Kidney Cancer	Renal Cell Carcinoma	NA	NA	NA	kidney	renal_cell_carcinoma	NA	NA	2D: adherent	NA	NA	PT-ARX9yV	NA	Renal cell carcinoma	C9385	NA
ACH-000318	TE-10	TE10	TE10_OESOPHAGUS	NA	753622	Male	RIKEN	CVCL_1760	1561	oesophagus	Primary	Esophageal Cancer	Squamous Cell Carcinoma	58	SIDM00349	NA	esophagus	esophagus_squamous	NA	NA	NA	NA	NA	PT-8hgOdH	NA	Esophageal squamous cell carcinoma	C4024	NA
ACH-000319	MPP 89	MPP89	MPP89_PLEURA	NA	908150	Male	ICLC	CVCL_1427	2255	pleural_effusion	NA	Lung Cancer	Mesothelioma	67	SIDM00222	NA	lung	mesothelioma	NA	NA	NA	NA	NA	PT-5z2CJx	NA	Pleural epithelioid mesothelioma	C45662	NA
ACH-000320	PSN1	PSN1	PSN1_PANCREAS	GR-M	910546	Male	ECACC	CVCL_1644	560	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	36	SIDM00469	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-tXqEg0	NA	Pancreatic adenocarcinoma	C8294	NA
ACH-000322	HT-144	HT144	HT144_SKIN	NA	907067	Male	ATCC	CVCL_0318	1193	skin	Metastasis	Skin Cancer	Melanoma	29	SIDM00695	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-czDcsE	NA	Melanoma	C3224	NA
ACH-000323	42-MG-BA	42MGBA	42MGBA_CENTRAL_NERVOUS_SYSTEM	NA	687561	Male	DSMZ	CVCL_1798	1465	central_nervous_system	Primary	Brain Cancer	Astrocytoma	63	SIDM00982	NA	central_nervous_system	glioma	astrocytoma	NA	2D: adherent	NA	NA	PT-PE7kNG	NA	Glioblastoma	C3058	NA
ACH-000324	JHOC-5	JHOC5	JHOC5_OVARY	NA	NA	Female	RIKEN	CVCL_4640	NA	ovary	Primary	Ovarian Cancer	Adenocarcinoma, clear cell	47	NA	NA	ovary	ovary_adenocarcinoma	clear_cell	NA	NA	NA	NA	PT-CrEQoF	NA	Ovarian clear cell adenocarcinoma	C40078	NA
